NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
PERAK,PPD PERAK TENGAH,SMK,AEA8004,SEKOLAH MENENGAH KEBANGSAAN LAYANG-LAYANG KIRI,LAYANG-LAYANG KIRI,32800,PARIT,053761125,053761449,AEA8004@moe.edu.my,Bandar,228,29,ADA,ADA,100.8779659,4.40500506
PERAK,PPD PERAK TENGAH,SMK,AEA8005,SEKOLAH MENENGAH KEBANGSAAN CHANGKAT LADA,BANDAR SEBERANG PERAK,36800,KAMPONG GAJAH,056551097,056551009,AEA8005@moe.edu.my,Luar Bandar,481,59,ADA,ADA,100.8947206,4.140687121
PERAK,PPD PERAK TENGAH,SMK,AEA8006,SEKOLAH MENENGAH KEBANGSAAN LAMBOR KIRI,KG. LAMBOR KIRI,32900,LAMBOR KANAN,053761187,053764080,AEA8006@moe.edu.my,Luar Bandar,433,43,TIADA,ADA,100.896955,4.250162
PERAK,PPD PERAK TENGAH,SMK,AEA8007,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RANGGAM,KOTA SETIA,36810,KG GAJAH,056224350,056225054,AEA8007@moe.edu.my,Luar Bandar,295,41,ADA,ADA,100.90536,4.042671
PERAK,PPD PERAK TENGAH,SMK,AEA8008,SEKOLAH MENENGAH KEBANGSAAN SERI ISKANDAR,SERI ISKANDAR,32610,SERI ISKANDAR,053712892,053711724,AEA8008@moe.edu.my,Bandar,1242,96,ADA,ADA,100.9514625,4.365983119
PERAK,PPD PERAK TENGAH,SMK,AEA8009,SEKOLAH MENENGAH KEBANGSAAN SERI LONDANG,GELUNG PEPUYU,32600,BOTA,053762041,053761086,AEA8009@moe.edu.my,Bandar,343,35,ADA,ADA,100.822286,4.364338
PERAK,PPD KINTA SELATAN,SMK,AEA9001,SEKOLAH MENENGAH KEBANGSAAN SRI KAMPAR,JALAN ISKANDAR,31900,KAMPAR,054661359,054659155,AEA9001@moe.edu.my,Bandar,602,84,TIADA,ADA,101.153888,4.305258
PERAK,PPD KINTA SELATAN,SMK,AEA9002,SEKOLAH MENENGAH KEBANGSAAN SENTOSA,TAMAN BANDAR BARU,31900,KAMPAR,054671220,054671221,AEA9002@moe.edu.my,Bandar,554,60,ADA,ADA,101.138479,4.328296
PERAK,PPD KINTA SELATAN,SMK,AEA9003,SEKOLAH MENENGAH KEBANGSAAN SERI TEJA,BT 1  JLN KOTA BHARU,31600,GOPENG,053591264,053595845,AEA9003@moe.edu.my,Bandar,450,56,TIADA,ADA,101.155881,4.458982
PERAK,PPD MUALLIM,SMK,AEAA001,SEKOLAH MENENGAH KEBANGSAAN KHIR JOHARI,JALAN BEROP,35900,TANJONG MALIM,054596334,054582454,AEAA001@moe.edu.my,Bandar,779,76,ADA,ADA,101.518125,3.695466
PERAK,PPD MUALLIM,SMK,AEAA002,SEKOLAH MENENGAH KEBANGSAAN SLIM,"JLN MELATI, TAMAN SEROJA",35800,SLIM RIVER,054528926,054520514,AEAA002@moe.edu.my,Bandar,595,64,ADA,ADA,101.4009821,3.824957174
PERAK,PPD MUALLIM,SMK,AEAA003,SEKOLAH MENENGAH KEBANGSAAN BANDAR BEHRANG 2020,BANDAR BEHRANG 2020,35900,TANJONG MALIM,054581172,054581168,AEAA003@moe.edu.my,Bandar,606,57,ADA,ADA,101.479855,3.729753
PERAK,PPD MUALLIM,SMK,AEAA004,SEKOLAH MENENGAH KEBANGSAAN PROTON CITY,"JALAN PC10, PROTON CITY",35900,TANJONG MALIM,05-4581431,054581658,AEAA004@moe.edu.my,Bandar,557,60,TIADA,ADA,101.539077,3.743103
PERAK,PPD BAGAN DATUK,SMK,AEAB001,SEKOLAH MENENGAH KEBANGSAAN ULU BERNAM,"BAHAGIAN SATU, LADANG ULU BERNAM",36500,ULU BERNAM,056366107,056366096,AEA5075@moe.edu.my,Luar Bandar,118,30,ADA,ADA,101.148827,3.745838
PERAK,PPD BAGAN DATUK,SMK,AEAB002,SEKOLAH MENENGAH KEBANGSAAN HUTAN MELINTANG,HUTAN MELINTANG,36400,HUTAN MELINTANG,056411378,056415516,AEA5076@moe.edu.my,Bandar,1197,114,ADA,ADA,100.932868,3.894377
PERAK,PPD BAGAN DATUK,SBP,AEAB003,SEKOLAH MENENGAH SAINS TELOK INTAN,BATU 8 JALAN HUTAN MELINTANG,36000,TELUK INTAN,056411711,056411155,AEAB003@moe.edu.my,Luar Bandar,720,59,TIADA,ADA,100.960567,3.935648
PERAK,PPD BAGAN DATUK,SMK,AEAB004,SEKOLAH MENENGAH KEBANGSAAN SERI PERKASA,"JALAN SABAK BERNAM, SEBELUM JAMBATAN SABAK BERNAM",36400,HUTAN MELINTANG,056416680,056418109,AEA5081@moe.edu.my,Luar Bandar,398,47,TIADA,ADA,100.998095,3.807183
PERAK,PPD BAGAN DATUK,SMK,AEAB005,SEKOLAH MENENGAH KEBANGSAAN RUNGKUP,JALAN RUNGKUP,36200,SELEKOH,056467021,056468701,AEA5082@moe.edu.my,Luar Bandar,222,31,TIADA,ADA,100.719038,3.947944
PERAK,PPD BAGAN DATUK,SBP,AEAB006,SEKOLAH MENENGAH SAINS BAGAN DATOH,JALAN BAGAN DATOH,36100,BAGAN DATOH,056466331,056466332,AEA5083@moe.edu.my,Luar Bandar,754,59,TIADA,ADA,100.786992,3.975126
PERAK,PPD BATANG PADANG,SMK,AEB0035,SEKOLAH MENENGAH KEBANGSAAN BUYONG ADIL,JALAN KELAB,35000,TAPAH,054011152,054018340,AEB0035@moe.edu.my,Bandar,576,55,TIADA,ADA,101.2556795,4.196279423
PERAK,PPD BATANG PADANG,SMK,AEB0036,SEKOLAH MENENGAH KEBANGSAAN SRI TAPAH,JALAN PAHANG,35000,TAPAH,054012628,054018236,AEB0036@moe.edu.my,Bandar,849,77,ADA,ADA,101.2670993,4.207018855
PERAK,PPD BATANG PADANG,SMK,AEB0038,SEKOLAH MENENGAH KEBANGSAAN CHOONG HUA,JALAN PASAR,35500,BIDOR,054341140,054348617,AEB0038@moe.edu.my,Bandar,772,66,TIADA,ADA,101.2856512,4.11133002
PERAK,PPD MANJUNG,SMK,AEB1027,SEKOLAH MENENGAH KEBANGSAAN CONVENT,JALAN RAJA OMAR,32000,SITIAWAN,056913932,TIADA,AEB1027@moe.edu.my,Bandar,343,33,TIADA,ADA,100.6986386,4.207716008
PERAK,PPD MANJUNG,SMK,AEB1031,SEKOLAH MENENGAH KEBANGSAAN NAN HWA,JALAN LIN CHEN MEI,32000,SITIAWAN,056911077,056929003,AEB1031@moe.edu.my,Bandar,1842,137,TIADA,ADA,100.6998911,4.203540982
PERAK,PPD MANJUNG,SMK,AEB1033,SEKOLAH MENENGAH KEBANGSAAN DINDINGS,PUNDUT,32200,LUMUT,056812119,056835670,AEB1033@moe.edu.my,Bandar,734,59,TIADA,ADA,100.636654,4.211425
PERAK,PPD MANJUNG,SMK,AEB1034,SEKOLAH MENENGAH KEBANGSAAN AYER TAWAR,JALAN PASAR,32400,AYER TAWAR,056722042,056724863,AEB1034@moe.edu.my,Bandar,1011,75,ADA,ADA,100.7567902,4.296246886
PERAK,PPD MANJUNG,SMK,AEB1036,SEKOLAH MENENGAH KEBANGSAAN METHODIST,JALAN BESAR AYER TAWAR,32400,AYER TAWAR,056722492,056721732,AEB1036@moe.edu.my,Bandar,580,45,TIADA,ADA,100.7629,4.306314
PERAK,PPD KINTA UTARA,SMK,AEB2043,SEKOLAH MENENGAH KEBANGSAAN ANDERSON,JALAN HOSPITAL,30450,IPOH,052494900,052423924,AEB2043@moe.edu.my,Bandar,1006,119,TIADA,ADA,101.088852,4.604849
PERAK,PPD KINTA UTARA,SMK,AEB2044,SEKOLAH MENENGAH KEBANGSAAN ST. MICHAEL,JLN DATO S P SEENIVASAGAM,30000,IPOH,052540418,052540487,AEB2044@moe.edu.my,Bandar,1226,133,TIADA,ADA,101.077222,4.600366
PERAK,PPD KINTA UTARA,SMK,AEB2045,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),"NO 111, JALAN LAHAT",30200,IPOH,052549336,052414604,AEB2045@moe.edu.my,Bandar,932,117,TIADA,ADA,101.07278,4.590886
PERAK,PPD KINTA UTARA,SMK,AEB2046,SEKOLAH MENENGAH KEBANGSAAN RAJA PEREMPUAN,JALAN BATU BUNGKAL,30250,IPOH,052494830,052420697,AEB2046@moe.edu.my,Bandar,682,92,TIADA,ADA,101.092423,4.57824
PERAK,PPD KINTA UTARA,SMK,AEB2047,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN METHODIST,"NO. 2, JALAN RAJA PERMAISURI BAINUN",30250,IPOH,052549580,052419641,AEB2047@moe.edu.my,Bandar,1043,82,TIADA,ADA,101.084481,4.587162
PERAK,PPD KINTA UTARA,SMK,AEB2048,SEKOLAH MENENGAH KEBANGSAAN CONVENT,JLN SULTAN IDRIS SHAH,30000,IPOH,052494200,052494204,AEB2048@moe.edu.my,Bandar,745,66,TIADA,ADA,101.089278,4.595966
PERAK,PPD KINTA UTARA,SMK,AEB2049,SEKOLAH MENENGAH KEBANGSAAN TARCISIAN CONVENT,"JALAN ABDUL MANAP, TAMAN LIM",30100,IPOH,055277134,055270215,AEB2049@moe.edu.my,Bandar,805,63,TIADA,ADA,101.06989,4.609428
PERAK,PPD KINTA UTARA,SBP,AEB2050,SEKOLAH TUANKU ABDUL RAHMAN,JALAN SULTAN AZLAN SHAH,31400,IPOH,055457733,055467000,AEB2050@moe.edu.my,Bandar,665,63,TIADA,ADA,101.120925,4.597576
PERAK,PPD KINTA UTARA,SMK,AEB2051,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN PERAK,NO.247 JLN  RAJA PERMAISURI BAINUN,30250,IPOH,052548116,052548116,AEB2051@moe.edu.my,Bandar,1075,83,TIADA,ADA,101.096157,4.582129
PERAK,PPD KINTA UTARA,SMK,AEB2052,SEKOLAH MENENGAH KEBANGSAAN AVE MARIA CONVENT,JLN CHUNG THYE PHIN,30250,IPOH,052545587,052555587,AEB2052@moe.edu.my,Bandar,1477,109,TIADA,ADA,101.08782,4.589912
PERAK,PPD KINTA UTARA,SMK,AEB2053,SEKOLAH MENENGAH KEBANGSAAN SAM TET,NO.5 JALAN GEREJA,30300,IPOH,052545457,052430700,AEB2053@moe.edu.my,Bandar,1774,145,TIADA,ADA,101.089485,4.594415
PERAK,PPD KINTA UTARA,SMK,AEB2054,SEKOLAH MENENGAH KEBANGSAAN POI LAM,"4, JALAN SRI KLEBANG D/2, BANDAR BARU SRI KLEBANG",31200,CHEMOR,052924469,052915469,AEB2054@moe.edu.my,Bandar,1713,116,TIADA,ADA,101.117748,4.69107
PERAK,PPD KINTA UTARA,SMK,AEB2055,SEKOLAH MENENGAH KEBANGSAAN YUK CHOY,NO 6 JLN KUALA KANGSAR,30010,IPOH,055061726,055064942,AEB2055@moe.edu.my,Bandar,1272,99,TIADA,ADA,101.077716,4.613052
PERAK,PPD KINTA UTARA,SMK,AEB2056,SEKOLAH MENENGAH KEBANGSAAN SERI INTAN,FAIR PARK,31400,IPOH,055450844,055450844,AEB2056@moe.edu.my,Bandar,311,35,ADA,ADA,101.094832,4.606088
PERAK,PPD KINTA UTARA,SMK,AEB2057,SEKOLAH MENENGAH KEBANGSAAN SRI PUTERI,JALAN SUNGAI PARI,30200,IPOH,052540648,052426736,AEB2057@moe.edu.my,Bandar,479,43,TIADA,ADA,101.066997,4.592912
PERAK,PPD KINTA UTARA,SMK,AEB2058,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PARI,JALAN SUNGAI PARI,30200,IPOH,052542591,052430744,AEB2058@moe.edu.my,Bandar,315,38,TIADA,ADA,101.066725,4.593702
PERAK,PPD KINTA UTARA,KT6,AEB2059,KOLEJ TINGKATAN ENAM SERI PUTERA,"KEPAYANG, FAIR PARK",31400,IPOH,055450902,055499509,AEB2059@moe.edu.my,Bandar,94,38,TIADA,ADA,101.096085,4.606149
PERAK,PPD KINTA UTARA,SMK,AEB2060,SEKOLAH MENENGAH KEBANGSAAN DR MEGAT KHAS,JALAN LABROOY,30100,IPOH,055276485,055280427,AEB2060@moe.edu.my,Bandar,498,47,TIADA,ADA,101.0745431,4.614855074
PERAK,PPD KINTA UTARA,KT6,AEB2061,KOLEJ TINGKATAN ENAM SERI IPOH,LEBUH JANSZ,30200,IPOH,052549207,052413752,AEB2061@moe.edu.my,Bandar,85,39,TIADA,ADA,101.068867,4.596419
PERAK,PPD KINTA UTARA,SMK,AEB2062,SEKOLAH MENENGAH KEBANGSAAN MENGLEMBU,MENGLEMBU,31450,MENGLEMBU,052812559,052822513,AEB2062@moe.edu.my,Bandar,1000,101,TIADA,ADA,101.0504479,4.56123423
PERAK,PPD KINTA SELATAN,SMK,AEB2063,SEKOLAH MENENGAH KEBANGSAAN SULTAN YUSSUF,JALAN ILMU,31000,BATU GAJAH,053633203,053669271,AEB2063@moe.edu.my,Bandar,1266,151,ADA,ADA,101.03941,4.476131
PERAK,PPD KINTA SELATAN,SMK,AEB2064,SEKOLAH MENENGAH KEBANGSAAN ST. BERNADETTE'S CONVENT,JALAN PUSING,31000,BATU GAJAH,053661577,053666426,AEB2064@moe.edu.my,Bandar,810,64,TIADA,ADA,101.035218,4.485841
PERAK,PPD KINTA SELATAN,SMK,AEB2065,SEKOLAH MENENGAH KEBANGSAAN YUK KWAN,9 JALAN KELAB,31000,BATU GAJAH,053661451,053666679,AEB2065@moe.edu.my,Bandar,576,58,TIADA,ADA,101.039588,4.467271
PERAK,PPD KRIAN,SMK,AEB3041,SEKOLAH MENENGAH KEBANGSAAN METHODIST,JALAN SEKOLAH,34200,PARIT BUNTAR,057161062,057167061,AEB3041@moe.edu.my,Bandar,447,45,TIADA,ADA,100.4804753,5.129816601
PERAK,PPD KRIAN,SMK,AEB3042,SEKOLAH MENENGAH KEBANGSAAN KRIAN,JALAN SEKOLAH,34200,PARIT BUNTAR,057161158,057162680,AEB3042@moe.edu.my,Bandar,1793,128,TIADA,ADA,100.4793223,5.127609159
PERAK,PPD KRIAN,SMK,AEB3043,SEKOLAH MENENGAH KEBANGSAAN SRI KURAU,JALAN SIAKAP,34300,BAGAN SERAI,057217958,057219018,AEB3043@moe.edu.my,Bandar,832,83,TIADA,ADA,100.488694,5.021351
PERAK,PPD KRIAN,SMK,AEB3044,SEKOLAH MENENGAH KEBANGSAAN BAGAN SERAI,JALAN MATANG BULUH,34300,BAGAN SERAI,057219588,057216939,AEB3044@moe.edu.my,Bandar,1003,103,ADA,ADA,100.5440151,5.011069306
PERAK,PPD KUALA KANGSAR,SMK,AEB4072,SEKOLAH MENENGAH KEBANGSAAN RAJA MUDA MUSA,JLN SULTAN ISKANDAR SHAH,33007,KUALA KANGSAR,057733112,057733111,AEB4072@moe.edu.my,Bandar,547,88,ADA,ADA,100.9275575,4.76073558
PERAK,PPD KUALA KANGSAR,SMK,AEB4073,SEKOLAH MENENGAH KEBANGSAAN TSUNG WAH,"66-B,JLN DATO SAGOR",33000,KUALA KANGSAR,057777644,057764962,AEB4073@moe.edu.my,Bandar,752,82,TIADA,ADA,100.9259874,4.770887396
PERAK,PPD KUALA KANGSAR,SBP,AEB4074,KOLEJ MELAYU KUALA KANGSAR,JALAN TUN ABDUL RAZAK,33000,KUALA KANGSAR,057761400,057764500,AEB4074@moe.edu.my,Bandar,676,77,TIADA,ADA,100.936996,4.774472
PERAK,PPD KUALA KANGSAR,SMK,AEB4075,SEKOLAH MENENGAH KEBANGSAAN METHODIST,JALAN BESAR,31100,SUNGAI SIPUT (U),055981462,055973024,AEB4075@moe.edu.my,Bandar,658,49,TIADA,ADA,101.0858207,4.813237343
PERAK,PPD KUALA KANGSAR,SMK,AEB4076,SEKOLAH MENENGAH KEBANGSAAN SHING CHUNG,JALAN BESAR,31100,SUNGAI SIPUT (U),055981353,055972924,AEB4076@moe.edu.my,Bandar,1230,105,TIADA,ADA,101.085419,4.809957
PERAK,PPD KUALA KANGSAR,SMK,AEB4077,SEKOLAH MENENGAH KEBANGSAAN DATUK HJ ABD WAHAB,JALAN KAMPUNG SENTOSA,31100,SUNGAI SIPUT (U),055981582,055983662,AEB4077@moe.edu.my,Bandar,762,74,ADA,ADA,101.0919595,4.812273408
PERAK,PPD HILIR PERAK,SMK,AEB5165,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL AZIZ,JALAN PADANG TEMBAK,36007,TELUK INTAN,056221159,056215348,AEB5165@moe.edu.my,Bandar,829,100,TIADA,ADA,101.012617,4.001496
PERAK,PPD HILIR PERAK,SMK,AEB5166,SEKOLAH MENENGAH KEBANGSAAN RAJA MUDA MUSA,PEKAN BARU,36000,TELUK INTAN,056221123,056219796,AEB5166@moe.edu.my,Bandar,436,65,ADA,ADA,101.012971,3.992246
PERAK,PPD HILIR PERAK,SMK,AEB5167,SEKOLAH MENENGAH KEBANGSAAN ST. ANTHONY,PETI SURAT 128,36008,TELUK INTAN,056221914,056221914,AEB5167@moe.edu.my,Bandar,363,64,TIADA,ADA,101.023817,4.026968
PERAK,PPD HILIR PERAK,SMK,AEB5168,SEKOLAH MENENGAH KEBANGSAAN HORLEY METHODIST,JALAN RAJA MUSA,36000,TELUK INTAN,056221215,056217258,AEB5168@moe.edu.my,Bandar,709,88,TIADA,ADA,101.02521,4.02641
PERAK,PPD HILIR PERAK,SMK,AEB5169,SEKOLAH MENENGAH KEBANGSAAN CONVENT,JALAN SEKOLAH,36007,TELUK INTAN,056221936,056212842,AEB5169@moe.edu.my,Bandar,712,62,TIADA,ADA,101.022715,4.026303
PERAK,PPD HILIR PERAK,SMK,AEB5170,SEKOLAH MENENGAH KEBANGSAAN SAN MIN,"LOT 1146,JALAN MERBOK",36000,TELUK INTAN,056221216,056237060,AEB5170@moe.edu.my,Bandar,1314,105,TIADA,ADA,101.026944,4.005761
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEB6051,SEKOLAH MENENGAH KEBANGSAAN ST. GEORGE,JALAN STESEN,34000,TAIPING,058072408,058053115,AEB6051@moe.edu.my,Bandar,594,81,TIADA,ADA,100.7376686,4.852421588
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEB6052,SEKOLAH MENENGAH KEBANGSAAN (P) TREACHER METHODIST,"NO. 5, JLN MUZIUM",34000,TAIPING,058074888,058074888,AEB6052@moe.edu.my,Bandar,580,54,TIADA,ADA,100.7429026,4.860178475
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEB6053,SEKOLAH MENENGAH KEBANGSAAN CONVENT,JALAN CONVENT,34000,TAIPING,058073650,058070415,AEB6053@moe.edu.my,Bandar,555,48,TIADA,ADA,100.736775,4.846426
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEB6054,SEKOLAH MENENGAH KEBANGSAAN HUA LIAN,NO 10 JLN LUMBA KUDA,34008,TAIPING,058073472,058066732,AEB6054@moe.edu.my,Bandar,1639,135,TIADA,ADA,100.7517344,4.861010834
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEB6055,SEKOLAH MENENGAH KEBANGSAAN SRI KOTA,"JALAN RAJA SULONG, KPG BOYAN",34000,TAIPING,058073591,058089915,AEB6055@moe.edu.my,Bandar,300,44,TIADA,ADA,100.7305464,4.843033246
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEB6056,SEKOLAH MENENGAH KEBANGSAAN DARUL RIDWAN,JALAN IZUDDIN SHAH,34007,TAIPING,058072727,058086570,AEB6056@moe.edu.my,Bandar,525,49,TIADA,ADA,100.723285,4.856834
PERAK,PPD KINTA SELATAN,SMK,AEB9001,SEKOLAH MENENGAH KEBANGSAAN KAMPAR,NO.1 JLN KUALA DIPANG,31900,KAMPAR,054651335,054663235,AEB9001@moe.edu.my,Bandar,367,37,TIADA,ADA,101.15473,4.328834
PERAK,PPD KINTA SELATAN,SMK,AEB9002,SEKOLAH MENENGAH KEBANGSAAN PEI YUAN,NO 9 JALAN KUALA DIPANG,31900,KAMPAR,054661542,054660907,AEB2068@moe.edu.my,Bandar,1175,83,TIADA,ADA,101.155109,4.31915
PERAK,PPD MUALLIM,SMK,AEBA001,SEKOLAH MENENGAH KEBANGSAAN METHODIST,JALAN SLIM,35900,TANJONG MALIM,054596244,054585496,AEBA001@moe.edu.my,Bandar,724,78,TIADA,ADA,101.52119,3.685822
PERAK,PPD MUALLIM,SMK,AEBA002,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,JALAN SLIM LAMA,35900,TANJONG MALIM,054596241,054582376,AEBA002@moe.edu.my,Bandar,493,43,TIADA,ADA,101.52532,3.692033
PERAK,PPD BATANG PADANG,SMK,AEE0037,SEKOLAH MENENGAH KEBANGSAAN DATO' PANGLIMA PERANG KIRI,TAPAH ROAD,35400,TAPAH ROAD,054181061,054018630,AEE0037@moe.edu.my,Bandar,302,33,TIADA,ADA,101.1973815,4.175739092
PERAK,PPD BATANG PADANG,SMK,AEE0039,SEKOLAH MENENGAH KEBANGSAAN SYEIKH ABDUL GHANI,JALAN SUNGKAI,35500,BIDOR,054341357,054348750,AEE0039@moe.edu.my,Bandar,727,76,TIADA,ADA,101.2878508,4.105890877
PERAK,PPD BATANG PADANG,SMK,AEE0040,SEKOLAH MENENGAH KEBANGSAAN SUNGKAI,JALAN PEKAN LAMA,35600,SUNGKAI,054386609,054386610,AEE0040@moe.edu.my,Luar Bandar,512,67,TIADA,ADA,101.3100234,3.992822294
PERAK,PPD MANJUNG,SMK,AEE1026,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),JALAN LIN CHEN MEI,32000,SITIAWAN,056911071,056926098,AEE1026@moe.edu.my,Bandar,1555,116,TIADA,ADA,100.701512,4.197548
PERAK,PPD MANJUNG,SMK,AEE1030,SEKOLAH MENENGAH KEBANGSAAN TOK PERDANA,JALAN TOK PERDANA,32000,SITIAWAN,056911154,056926151,AEE1030@moe.edu.my,Bandar,676,71,ADA,ADA,100.7013809,4.214938129
PERAK,PPD MANJUNG,SMK,AEE1032,SEKOLAH MENENGAH KEBANGSAAN RAJA SHAHRIMAN,JALAN PARIT,32700,BERUAS,056749237,056748726,AEE1032@moe.edu.my,Luar Bandar,429,58,TIADA,ADA,100.788896,4.494887
PERAK,PPD MANJUNG,SMK,AEE1036,SEKOLAH MENENGAH KEBANGSAAN AMBROSE,JALAN AYER TAWAR,32400,AYER TAWAR,056722373,056728549,AEE1036@moe.edu.my,Bandar,738,101,ADA,ADA,100.751374,4.290441
PERAK,PPD MANJUNG,SMK,AEE1037,SEKOLAH MENENGAH KEBANGSAAN PANGKOR,JALAN PASIR BOGAK,32300,PANGKOR,056851014,056851014,AEE1037@moe.edu.my,Luar Bandar,524,63,ADA,ADA,100.559939,4.207871
PERAK,PPD MANJUNG,SMK,AEE1038,SEKOLAH MENENGAH KEBANGSAAN DATO' IDRIS,PENGKALAN BHARU,34900,PANTAI REMIS,056771169,056777709,AEE1038@moe.edu.my,Bandar,578,62,TIADA,ADA,100.64079,4.48638
PERAK,PPD KINTA SELATAN,SMK,AEE2066,SEKOLAH MENENGAH KEBANGSAAN TOH INDERA WANGSA AHMAD,JALAN TANJUNG TUALANG,31007,BATU GAJAH,053661440,053669885,AEE2066@moe.edu.my,Bandar,1344,97,TIADA,ADA,101.043705,4.462321
PERAK,PPD KINTA UTARA,SMK,AEE2071,SEKOLAH MENENGAH KEBANGSAAN AMINUDDIN BAKI,JALAN SEKOLAH,31200,CHEMOR,052011395,052015142,AEE2071@moe.edu.my,Bandar,1246,102,ADA,ADA,101.118439,4.724783792
PERAK,PPD KINTA SELATAN,SMK,AEE2072,SEKOLAH MENENGAH KEBANGSAAN DATO' BENDAHARA C M YUSUF,JALAN KAMPAR,31800,TANJONG TUALANG,053609219,053606901,AEE2072@moe.edu.my,Bandar,623,59,TIADA,ADA,101.056871,4.318878
PERAK,PPD KINTA SELATAN,SMK,AEE2073,SEKOLAH MENENGAH KEBANGSAAN TRONOH,"JALAN 3, OFF JALAN TRONOH",31750,TRONOH,053676218,053676501,AEE2073@moe.edu.my,Bandar,681,63,ADA,ADA,100.990163,4.425468
PERAK,PPD KRIAN,SMK,AEE3045,SEKOLAH MENENGAH KEBANGSAAN MUDZAFFAR SHAH,SIMPANG EMPAT SEMANGGOL,34400,SIMPANG EMPAT,058921200,058921205,AEE3045@moe.edu.my,Bandar,686,78,TIADA,ADA,100.6227143,4.951615658
PERAK,PPD KUALA KANGSAR,SMK,AEE4070,SEKOLAH MENENGAH KEBANGSAAN CLIFFORD,JALAN TAIPING,33009,KUALA KANGSAR,057731313,057731314,AEE4070@moe.edu.my,Bandar,707,94,TIADA,ADA,100.938495,4.772061
PERAK,PPD KUALA KANGSAR,SMK,AEE4071,SEKOLAH MENENGAH KEBANGSAAN RAJA PEREMPUAN KELSOM,BUKIT KERAJAAN,33000,KUALA KANGSAR,057761516,057777458,AEE4071@moe.edu.my,Bandar,727,67,TIADA,ADA,100.9430845,4.768421354
PERAK,PPD KUALA KANGSAR,SMK,AEE4079,SEKOLAH MENENGAH KEBANGSAAN SULTAN TAJUL ARIFFIN,JALAN BESAR PEKAN MANONG,33800,MANONG,057438000,057438002,AEE4079@moe.edu.my,Luar Bandar,425,62,ADA,ADA,100.8813431,4.591763353
PERAK,PPD KUALA KANGSAR,SMK,AEE4081,SEKOLAH MENENGAH KEBANGSAAN TUN PERAK,JALAN BESAR,33700,PADANG RENGAS,057584236,057583590,AEE4081@moe.edu.my,Luar Bandar,504,65,ADA,ADA,100.8474558,4.774573017
PERAK,PPD HILIR PERAK,SMK,AEE5171,SEKOLAH MENENGAH KEBANGSAAN DATO' SAGOR,JALAN KAMPAR,36700,LANGKAP,056591968,056596696,AEE5171@moe.edu.my,Bandar,809,85,ADA,ADA,101.148284,4.080239
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEE6050,SEKOLAH MENENGAH KEBANGSAAN KING EDWARD VII,JALAN MUZIUM HULU,34000,TAIPING,058073191,058060431,AEE6050@moe.edu.my,Bandar,853,116,TIADA,ADA,100.735612,4.856415
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEE6058,SEKOLAH MENENGAH KEBANGSAAN DATO KAMARUDDIN,JALAN BESAR BATU KURAU,34500,BATU KURAU,058880346,058881226,AEE6058@moe.edu.my,Bandar,791,86,ADA,ADA,100.8027141,4.975530995
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEE6059,SEKOLAH MENENGAH KEBANGSAAN DATO' HJ HUSSEIN,JALAN WAN MD RAZALLI,34100,SELAMA,058394048,058396151,AEE6059@moe.edu.my,Bandar,983,105,ADA,ADA,100.692678,5.213913
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEE6060,SEKOLAH MENENGAH KEBANGSAAN TAT BENG,SG NYIOR,34800,TRONG,058544220,058544409,AEE6060@moe.edu.my,Luar Bandar,566,65,ADA,ADA,100.6852728,4.608551928
PERAK,PPD LARUT/MATANG/SELAMA,SMK,AEE6061,SEKOLAH MENENGAH KEBANGSAAN TENGKU MENTERI,JALAN KUALA KANGSAR,34850,CHANGKAT JERING,058554019,058552996,AEE6061@moe.edu.my,Bandar,546,67,TIADA,ADA,100.7237766,4.787870159
PERAK,PPD HULU PERAK,SMK,AEE7031,SEKOLAH MENENGAH KEBANGSAAN DATO AHMAD,JALAN ALANG ISKANDAR,33400,LENGGONG,057691260,057691261,AEE7031@moe.edu.my,Luar Bandar,509,63,TIADA,ADA,100.966384,5.102522
